# R61 Track 1 zoo-density sweep
# columns: eps_nu, s_nu, triplet_count (33.6 ratio, paired fermion modes)
6.5000	0.086089	11
6.5000	0.100000	10
7.0000	0.005000	48
7.0000	0.005808	48
7.0000	0.006746	46
7.0000	0.007837	42
7.0000	0.009103	39
7.0000	0.010574	35
7.0000	0.012282	34
7.0000	0.014267	37
7.0000	0.016572	40
7.0000	0.019250	43
7.0000	0.022361	35
7.0000	0.025974	38
7.0000	0.030171	39
7.0000	0.035046	29
7.0000	0.040709	33
7.0000	0.047287	33
7.0000	0.054928	27
7.0000	0.063804	22
7.0000	0.074113	23
7.0000	0.086089	24
7.0000	0.100000	26
7.5000	0.005000	18
7.5000	0.005808	24
7.5000	0.006746	22
7.5000	0.007837	23
7.5000	0.009103	26
7.5000	0.010574	25
7.5000	0.012282	21
7.5000	0.014267	24
7.5000	0.016572	24
7.5000	0.019250	21
7.5000	0.022361	18
7.5000	0.025974	22
7.5000	0.030171	22
7.5000	0.035046	25
7.5000	0.040709	27
7.5000	0.047287	29
7.5000	0.054928	23
7.5000	0.063804	17
7.5000	0.074113	20
7.5000	0.086089	14
7.5000	0.100000	15
8.0000	0.005000	24
8.0000	0.005808	26
8.0000	0.006746	28
8.0000	0.007837	27
8.0000	0.009103	30
8.0000	0.010574	30
8.0000	0.012282	27
8.0000	0.014267	31
8.0000	0.016572	36
8.0000	0.019250	40
8.0000	0.022361	35
8.0000	0.025974	35
8.0000	0.030171	36
8.0000	0.035046	38
8.0000	0.040709	42
8.0000	0.047287	47
8.0000	0.054928	40
8.0000	0.063804	42
8.0000	0.074113	35
8.0000	0.086089	34
8.0000	0.100000	32
8.5000	0.005000	10
8.5000	0.005808	11
8.5000	0.006746	9
8.5000	0.007837	11
8.5000	0.009103	10
8.5000	0.010574	11
8.5000	0.012282	9
8.5000	0.014267	14
8.5000	0.016572	15
8.5000	0.019250	16
8.5000	0.022361	18
8.5000	0.025974	13
8.5000	0.030171	11
8.5000	0.035046	14
8.5000	0.040709	16
8.5000	0.047287	15
8.5000	0.054928	24
8.5000	0.063804	17
8.5000	0.074113	12
8.5000	0.086089	8
8.5000	0.100000	8
9.0000	0.005000	48
9.0000	0.005808	50
9.0000	0.006746	44
9.0000	0.007837	40
9.0000	0.009103	40
9.0000	0.010574	36
9.0000	0.012282	39
9.0000	0.014267	40
9.0000	0.016572	36
9.0000	0.019250	32
9.0000	0.022361	24
9.0000	0.025974	25
9.0000	0.030171	27
9.0000	0.035046	22
9.0000	0.040709	23
9.0000	0.047287	24
9.0000	0.054928	26
9.0000	0.063804	27
9.0000	0.074113	29
9.0000	0.086089	25
9.0000	0.100000	27
9.5000	0.005000	14
9.5000	0.005808	14
9.5000	0.006746	12
9.5000	0.007837	15
9.5000	0.009103	18
9.5000	0.010574	18
9.5000	0.012282	19
9.5000	0.014267	21
9.5000	0.016572	26
9.5000	0.019250	26
9.5000	0.022361	28
9.5000	0.025974	29
9.5000	0.030171	29
9.5000	0.035046	30
9.5000	0.040709	38
9.5000	0.047287	30
9.5000	0.054928	41
9.5000	0.063804	44
9.5000	0.074113	40
9.5000	0.086089	36
9.5000	0.100000	29
10.0000	0.005000	93
10.0000	0.005808	97
10.0000	0.006746	88
10.0000	0.007837	84
10.0000	0.009103	80
10.0000	0.010574	77
10.0000	0.012282	71
10.0000	0.014267	71
10.0000	0.016572	67
10.0000	0.019250	71
10.0000	0.022361	62
10.0000	0.025974	58
10.0000	0.030171	55
10.0000	0.035046	48
10.0000	0.040709	44
10.0000	0.047287	41
10.0000	0.054928	37
10.0000	0.063804	38
10.0000	0.074113	44
10.0000	0.086089	28
10.0000	0.100000	32
